1
737765.915658791	0	0	5	-12	3	-126	-614	731	-2.63	-44.56	49.53	0	0	0	333	-0.2804	0.1428	0.3022	-0.8989	1	-5	75	47	210	261	1078	-41.22	0.65	30.29	0	0	0	382	-0.8146	-0.1429	-0.0094	-0.5603	
737765.915659288	0	0	5	-12	3	-126	-614	731	-2.63	-44.56	49.53	0	0	0	333	-0.2804	0.1428	0.3022	-0.8989	1	-5	75	47	210	261	1078	-41.22	0.65	30.29	0	0	0	382	-0.8146	-0.1429	-0.0094	-0.5603	
737765.915659685	0	0	-10	8	1	-139	-639	720	-3.23	-44.86	49.23	0	0	0	334	-0.2596	0.1679	0.3251	-0.8928	1	-95	46	-8	293	171	1117	-37.17	3.8	38.53	0	0	0	399	-0.7852	-0.1127	0.0529	-0.605	
737765.915660094	0	0	-14	1	8	-112	-643	718	-2.18	-45.91	48.48	0	0	0	334	-0.2588	0.1679	0.3253	-0.8929	1	-25	20	-17	156	182	1262	-36.12	4.55	38.68	0	0	0	396	-0.7994	-0.085	0.011	-0.5932	
737765.915660484	0	0	-19	1	8	-100	-657	734	-2.33	-44.26	49.83	0	0	0	333	-0.2587	0.1645	0.328	-0.8926	1	4	-55	-2	114	101	1076	-36.46	4.21	39.65	0	0	0	410	-0.7988	-0.0705	0.0216	-0.5956	
737765.915660885	0	0	-20	0	8	-82	-661	796	0.95	-44.26	49.83	0	0	0	333	-0.2591	0.1548	0.3273	-0.8945	1	-27	23	-8	140	43	957	-37.81	4.06	38.9	0	0	0	439	-0.7964	-0.0626	0.0428	-0.5986	
737765.915661276	0	0	-18	-1	9	-68	-666	800	1.1	-43.51	49.08	0	0	0	332	-0.2595	0.1476	0.326	-0.896	1	-19	55	-38	90	23	1066	-36.01	5.26	40.1	0	0	0	468	-0.8013	-0.0326	0.0358	-0.5948	
737765.915661676	0	0	-17	0	8	-55	-659	798	1.85	-44.56	49.83	0	0	0	332	-0.2597	0.1411	0.3258	-0.8971	1	-9	58	-30	-93	-8	892	-36.01	8.56	41	0	0	0	503	-0.805	-0.003	0.0001	-0.5911	
737765.91566207	0	0	-17	0	8	-55	-659	798	1.85	-44.56	49.83	0	0	0	332	-0.2597	0.1411	0.3258	-0.8971	1	-13	59	-19	-75	-55	873	-36.01	8.56	41	0	0	0	563	-0.8043	0.0187	-0.0075	-0.592	
737765.915662458	0	0	-17	0	8	-55	-659	798	1.85	-44.56	49.83	0	0	0	332	-0.2597	0.1411	0.3258	-0.8971	1	-13	59	-19	-75	-55	873	-36.01	8.56	41	0	0	0	563	-0.8043	0.0187	-0.0075	-0.592	
737765.915662847	0	0	-17	0	8	-55	-659	798	1.85	-44.56	49.83	0	0	0	332	-0.2597	0.1411	0.3258	-0.8971	1	-13	59	-19	-75	-55	873	-36.01	8.56	41	0	0	0	563	-0.8043	0.0187	-0.0075	-0.592	
737765.915663236	0	0	-17	0	8	-55	-659	798	1.85	-44.56	49.83	0	0	0	332	-0.2597	0.1411	0.3258	-0.8971	1	0	11	4	22	12	936	-34.96	8.71	40.85	0	0	0	843	-0.7948	0.0047	0.0052	-0.6051	
737765.915663629	0	0	-17	0	8	-55	-659	798	1.85	-44.56	49.83	0	0	0	332	-0.2597	0.1411	0.3258	-0.8971	1	-7	7	13	-4	-11	968	-34.96	8.71	40.25	0	0	0	847	-0.7943	-0.0015	-0.0011	-0.6061	
737765.915664019	0	0	-17	0	8	-55	-659	798	1.85	-44.56	49.83	0	0	0	332	-0.2597	0.1411	0.3258	-0.8971	1	-1	17	0	-23	-37	1022	-33.17	9.61	40.55	0	0	0	854	-0.7948	0.0184	0.0033	-0.6051	
