1
737759.853120231	0	0	0	0	-2	-265	89	998	-2.66	28.51	20.09	0	0	0	322	-0.9891	-0.0231	-0.1311	-0.0285	1	-2	7	-5	-68	23	960	0	0	0	-828	1647	2463	373	-0.9655	-0.0136	-0.034	-0.2518	
737759.853120712	0	0	0	0	-2	-265	89	998	-2.66	28.51	20.09	0	0	0	322	-0.9891	-0.0231	-0.1311	-0.0285	1	-2	7	-5	-68	23	960	0	0	0	-828	1647	2463	373	-0.9655	-0.0136	-0.034	-0.2518	
737759.853121282	0	0	0	-1	5	-236	57	1018	-4.16	28.21	21.29	0	0	0	323	-0.9901	-0.0335	-0.1112	-0.0641	1	1	-4	3	-70	32	975	0	0	0	-784	1512	2658	373	-0.9671	0.0054	-0.0502	-0.2446	
737759.853121696	0	0	0	0	4	-252	77	1015	-2.81	27.46	19.94	0	0	0	322	-0.9887	-0.039	-0.1246	-0.0501	1	0	-2	1	-72	24	994	0	0	0	-769	1617	2433	373	-0.9657	0.0074	-0.0401	-0.2497	
737759.853122171	0	0	-1	0	1	-243	83	1014	-3.56	27.91	20.09	0	0	0	323	-0.9895	-0.0439	-0.1181	-0.0445	1	2	0	-1	-67	32	978	0	0	0	-813	1542	2658	374	-0.9679	0.0061	-0.04	-0.2418	
737759.853122648	0	0	-1	0	0	-245	72	999	-4.46	27.61	19.79	0	0	0	322	-0.9895	-0.0431	-0.1201	-0.039	1	-4	2	-2	-71	14	966	0	0	0	-843	1542	2598	374	-0.9673	0.0091	-0.0393	-0.244	
737759.853123133	0	0	-2	-1	0	-242	60	992	-4.01	26.86	20.54	0	0	0	322	-0.9884	-0.0364	-0.1232	-0.0629	1	2	0	-2	-80	15	957	0	0	0	-769	1557	2703	372	-0.9673	0.0094	-0.0449	-0.2426	
737759.853123616	0	0	-2	-1	0	-252	53	999	-3.11	28.06	19.34	0	0	0	323	-0.9896	-0.0072	-0.125	-0.044	1	0	-2	0	-83	11	964	0	0	0	-799	1557	2553	373	-0.9651	-0.0105	-0.0433	-0.2527	
737759.853124091	0	0	-2	-1	0	-261	43	1001	-2.66	28.21	18.89	0	0	0	322	-0.9891	-0.0055	-0.1286	-0.0426	1	2	-4	0	-89	16	998	0	0	0	-858	1557	2523	374	-0.963	-0.009	-0.042	-0.2602	
737759.853124591	0	0	-2	-1	0	-268	40	1009	-2.66	28.21	19.19	0	0	0	322	-0.9882	-0.0023	-0.1306	-0.0553	1	-3	8	-4	-70	5	984	0	0	0	-843	1602	2478	373	-0.9638	-0.0065	-0.0372	-0.2585	
