1
737759.850538466	0	0	-92	191	13	-522	-86	598	6.66	35.91	4.82	0	0	0	319	0.9262	-0.0344	0.3646	-0.0797	1	-3	-5	0	-221	-32	970	0	0	0	143	3047	1314	472	-0.9922	0.0271	-0.1066	0.0084	
737759.850538927	0	0	-90	192	14	-543	-105	537	7.71	35.76	3.17	0	0	0	321	0.9153	-0.0441	0.3899	-0.0801	1	-3	-5	0	-221	-32	970	0	0	0	143	3047	1314	472	-0.9922	0.0271	-0.1066	0.0084	
737759.85053939	0	0	-20	125	10	-793	-44	-178	3.65	31.1	-18.73	0	0	0	322	0.6468	-0.0622	0.759	-0.006	1	1	-2	0	-183	-2	956	0	0	0	-21	2972	1269	470	-0.9944	0.0124	-0.0908	-0.0068	
737759.850539905	0	0	-18	115	6	-814	-104	-217	3.2	28.55	-21.88	0	0	0	323	0.6068	-0.0685	0.7908	-0.0112	1	0	-1	-2	-186	-13	942	0	0	0	113	2987	1134	470	-0.9925	0.0039	-0.108	0.0172	
737759.850540398	0	0	-22	98	5	-839	-125	-384	2.6	26.15	-25.48	0	0	0	323	0.5648	-0.0735	0.8208	-0.0132	1	-1	-1	-2	-196	-24	948	0	0	0	38	2942	1359	469	-0.9944	-0.0005	-0.0903	-0.0055	
737759.850540877	0	0	4	86	8	-778	-169	-473	3.18	25.76	-26.23	0	0	0	322	0.5408	-0.0779	0.8363	-0.0204	1	0	0	0	-216	-38	942	0	0	0	113	2957	1194	467	-0.9916	0.0302	-0.1113	0.0001	
737759.85054135	0	0	10	77	18	-793	-104	-566	3.03	22.91	-29.98	0	0	0	323	0.505	-0.0753	0.8585	-0.0248	1	1	-2	0	-218	-17	943	0	0	0	173	2957	1344	469	-0.9917	0.0031	-0.1156	0.0071	
737759.850541873	0	0	-12	32	3	-883	-80	-592	2.43	22.61	-31.17	0	0	0	324	0.4835	-0.0716	0.8713	-0.0181	1	0	-2	1	-213	-2	943	0	0	0	68	3122	1179	470	-0.9919	0.0075	-0.1145	0.0054	
737759.850542356	0	0	-2	-15	-3	-878	-167	-463	2.28	22.16	-30.43	0	0	0	324	0.4897	-0.0776	0.8671	-0.0234	1	1	0	0	-199	8	945	0	0	0	143	2957	1224	472	-0.9928	-0.0177	-0.103	0.0175	
737759.85054282	0	0	10	-18	2	-882	-156	-343	3.03	22.61	-30.88	0	0	0	322	0.5201	-0.0795	0.8486	-0.0341	1	0	-2	-2	-202	8	926	0	0	0	83	3017	1284	474	-0.9925	-0.0192	-0.1045	0.0171	
737759.850543269	0	0	1	-25	-4	-960	-112	-276	1.83	22.61	-29.68	0	0	0	322	0.5492	-0.0748	0.8306	-0.0295	1	-2	0	-1	-196	-13	934	0	0	0	113	3047	1374	476	-0.9927	0.0105	-0.1035	0.0151	
737759.850543745	0	0	-6	-17	-4	-934	-116	-257	2.73	24.11	-29.98	0	0	0	323	0.5866	-0.0721	0.8052	-0.0253	1	-2	-1	0	-210	-29	942	0	0	0	143	2987	1224	479	-0.9918	0.0007	-0.1145	0.0156	
737759.850544276	0	0	-2	-17	-5	-994	-110	-260	2.28	23.36	-29.23	0	0	0	323	0.6023	-0.0698	0.7938	-0.0238	1	0	-3	1	-214	-36	957	0	0	0	83	3137	1284	483	-0.993	0.0277	-0.0995	-0.0014	
737759.850544741	0	0	-3	-9	-7	-931	-140	-252	3.18	23.36	-30.43	0	0	0	324	0.6092	-0.0725	0.7881	-0.0275	1	0	0	2	-204	-8	946	0	0	0	-51	2942	1299	484	-0.9925	-0.0082	-0.1056	0.0126	
